username, created_at, lng, lat, text
__airb, Sat Apr 18 05:53:45 +0000 2020, -77.014398, 38.898603, 😂they do be that mad😭 
jadanashae_, Sat Apr 18 05:53:45 +0000 2020, -81.705467, 41.495940, I keep missing out. 😭🙄 
qnging, Sat Apr 18 05:53:45 +0000 2020, -68.984705, 45.188407, If you haven’t watch the “Greenhouse Academy” you’re missing out 
kvltrojo, Sat Apr 18 05:53:45 +0000 2020, -81.516751, 41.080877, I miss having the option to piss in alleys behind bars...not that I ever would 
4thysoul, Sat Apr 18 05:53:46 +0000 2020, -120.629217, 35.076532, 💕💕🥰🥰👩‍❤️‍👨👩‍❤️‍👨👩‍❤️‍👨 https://t.co/Q9gQozVRVY 
racheldanson520, Sat Apr 18 05:53:46 +0000 2020, -90.786302, 38.779639, Nema is the shit disturbed this year #Shahs 
kamon_cash, Sat Apr 18 05:53:46 +0000 2020, -73.948775, 40.655138, 26. 🎂 https://t.co/cPkI7amSbP 
anaamjimenez, Sat Apr 18 05:53:46 +0000 2020, -78.515337, 35.959024, already know that shit grew up to be ugly 
SebasFuenmayorc, Sat Apr 18 05:53:46 +0000 2020, -93.569570, 44.843849, Todavía me cuesta creer que Tainy producía TEMAZOS a los 16 años.Ahí si Luny se tiene que quitar el sombrero. 
herbotothenews, Sat Apr 18 05:53:46 +0000 2020, -119.306608, 37.269176, Gawd 
Vldeza, Sat Apr 18 05:53:46 +0000 2020, -100.270474, 25.736715, @Cassandragr12 JAJJAJAJAJAK 100% real no feik 
lefapgirl, Sat Apr 18 05:53:46 +0000 2020, -120.063829, 36.963741, @xvvier It’s a shame he has a tight little ass going to full blown waste 
soyalbertoh, Sat Apr 18 05:53:46 +0000 2020, -111.498181, 28.969863, @ElGonzalez28 @KOKKOZAMBRANO @gueronieves @Jorge_MoralesB @SaulBeal @demiandu @EnriqueRL @elbasiliogmas @Ru2s Que cree que somos iguales 
damienbelliveau, Sat Apr 18 05:53:46 +0000 2020, -118.411907, 34.020789, It is a testament to Danny Boyle’s willingness to always experiment with cinematography &amp; editing that Yesterday ma… https://t.co/W0SSsBKZu3 
4thysoul, Sat Apr 18 05:53:47 +0000 2020, -121.287080, 38.693226, My neighbor is outside drunk singing country 
tiredaegu, Sat Apr 18 05:53:47 +0000 2020, -118.156711, 33.809172, Yoongi you are so FINE I’m SICK LF IT 
stabesss_34, Sat Apr 18 05:53:47 +0000 2020, -117.802135, 33.733784, Dang, Pussy Galore just died in real life 
Thalia_Nicole_M, Sat Apr 18 05:53:47 +0000 2020, -98.317683, 26.208802, We throwin it back now🥵 🍑 
elliestimmel, Sat Apr 18 05:53:47 +0000 2020, -93.389864, 41.938228, Compliments to the chef but it’s Fiona Apple’s new album 
Cal_Ed, Sat Apr 18 05:53:47 +0000 2020, -73.988003, 40.742204, Flowers Bloom*****f/1.8 || 1/3200s || ISO 50 || 50mm#sonya7ii #sonymirrorless #sonyalpha #alphacollective… https://t.co/QuDXV8Itm8 
digbigger, Sat Apr 18 05:53:47 +0000 2020, -85.231089, 43.096626, rare kandy w/ my little qt bb https://t.co/nrBJDI0Nj9 
thatrussiangal7, Sat Apr 18 05:53:48 +0000 2020, -71.504117, 42.752970, Things that run through my head at 2 am - are mermaids real-if they are how do I be one 
Amel_Arii, Sat Apr 18 05:53:48 +0000 2020, -74.992990, 39.949884, ♑️ 
AbbyPfaff, Sat Apr 18 05:53:48 +0000 2020, -97.135638, 32.701850, this is actually kind funny to me because i have such a horrible relationship with my hair. #anxiety… https://t.co/KUIVVaaK0B 
LuckyD___, Sat Apr 18 05:53:48 +0000 2020, -75.117998, 40.004866, I’m ready call this nigga phone and tell him I want to b his gf again and I’m sorry 
teddscofield, Sat Apr 18 05:53:48 +0000 2020, -94.634584, 38.986089, Seasons don't fear the reaper#BlueÖysterCult #ThePhotoHour #TheStand @StephenKing https://t.co/FAuzSsIoHu 
itsmeejocey, Sat Apr 18 05:53:48 +0000 2020, -87.732013, 41.833585, @Gyselllll 
Marcosanchez90, Sat Apr 18 05:53:48 +0000 2020, -111.498181, 28.969863, Quiero skittles con chile de los que vende @AndresJohnso 
Joe07Alvarado, Sat Apr 18 05:53:49 +0000 2020, -117.915261, 34.138088, @KharloKong @justsaynotojoe Wow coming in with the wise talkNice 👍🏽 
MametShandy, Sat Apr 18 05:53:49 +0000 2020, -74.006400, 40.714200, Bye!!! @ New York, New York https://t.co/q0ODkH2Dym 
hannahviIIar, Sat Apr 18 05:53:49 +0000 2020, -82.017594, 41.496848, read that cats think humans are ginormous hairless cats (: (: (: 
irocdrummer, Sat Apr 18 05:53:49 +0000 2020, -75.090393, 39.865803, @HelenGymAtLarge @PhillyMayor Thats why Kenney is begging the bitch Nancy Pelosi and congress for 7 million for the… https://t.co/Au1fmUEjrF 
Zsoka127, Sat Apr 18 05:53:49 +0000 2020, -82.669467, 40.365160, @PalmerReport Is he going to prison yet ? 
steviee_raee, Sat Apr 18 05:53:49 +0000 2020, -102.104627, 31.994300, @ZAIMONAE your mom gave it to me bc you kept running your damn mouth 
